beneficiary_id,query_country_code,query_country,query_type,query_state,query_region,query_county,query_city,query_postal_code,query_address
agentia nationala de administrare fiscala,RO,Romania,project,,,,,,
agentia nationala de cadastru si publicitate imobiliara,RO,Romania,project,,,,,,
agentia nationala de integritate,RO,Romania,project,,,,,,
agentia nationala pentru calificarile din invatamantul superior si parteneriat cu mediul economic si social,RO,Romania,project,,,,,,
agentia nationala pentru egalitate de sanse intre femei si barbati (anes),RO,Romania,project,,,,,,
agentia nationala pentru functionarii publici,RO,Romania,project,,,,,,
agentia nationala pentru ocupare a fortei de munca,RO,Romania,project,,,,,,
agentia nationala pentru ocuparea fortei de munca,RO,Romania,project,,,,,,
agentia nationala pentru programe comunitare in domeniul educatiei si formarii profesionale,RO,Romania,project,,,,,,
agentia nationala pentru protectia mediului,RO,Romania,project,,,,,,
agentia nationala pentru romi,RO,Romania,project,,,,,,
agentia nationala pentru sprijinirea initiativelor tinerilor (ansit),RO,Romania,project,,,,,,
agentia pentru dezvoltare regionala centru,RO,Romania,project,,,,,,
agentia pentru dezvoltarea resurselor umane pro diversitate,RO,Romania,project,,,,,,
agentia pentru implementarea proiectelor si programelor pentru imm-,RO,Romania,project,,,,,,
agentia pentru informarea si dezvoltarea organizatiilor neguvernamentale (aid- ong),RO,Romania,project,,,,,,
agentia romana de asigurare a calitatii i ninvatamantul superior,RO,Romania,project,,,,,,
agentia romana de asigurare a calitatii in invatamantul preuniversitar,RO,Romania,project,,,,,,
agentia romana de asigurare a calitatii in invatamantul superior,RO,Romania,project,,,,,,
agentia romana de certificare,RO,Romania,project,,,,,,
agentia romana de consultanta,RO,Romania,project,,,,,,
agentia romana de management,RO,Romania,project,,,,,,
agentia romana de resurse umane,RO,Romania,project,,,,,,
agentia spatiala romana,RO,Romania,project,,,,,,
agentiajudeteanadeocupareaforteide muncaneamt1,RO,Romania,project,,,,,,
"agentiajudeteanapentruoc upareaforteidemunca,neam t",RO,Romania,project,,,,,,
agentiajudeteanapentruoc upareaforteidemuncabras ov,RO,Romania,project,,,,,,
agentiajudeteanapentruoc upareaforteidemuncabuza u,RO,Romania,project,,,,,,
agentiajudeteanapentruocupareaforte idemuncaalba,RO,Romania,project,,,,,,
agentiajudeteanapentruocupareaforte idemuncaarges,RO,Romania,project,,,,,,
agentiajudeteanapentruocupareaforte idemuncabacau,RO,Romania,project,,,,,,
agentiajudeteanapentruocupareaforte idemuncabraila,RO,Romania,project,,,,,,
agentiajudeteanapentruocupareaforte idemuncagalati,RO,Romania,project,,,,,,
agentiajudeteanapentruocupareaforte idemuncagorj,RO,Romania,project,,,,,,
agentiajudeteanapentruocupareaforte idemuncaiasi,RO,Romania,project,,,,,,
agentiajudeteanapentruocupareaforte idemuncamaramures,RO,Romania,project,,,,,,
agentiajudeteanapentruocupareaforte idemuncavalcea,RO,Romania,project,,,,,,
agentiajudeteanapentruocupareaforte idemuncavaslui,RO,Romania,project,,,,,,
agentiapentrudezvoltarer egionalaaregiuniidedezvol taresudest,RO,Romania,project,,,,,,
ager rom machinery srl,RO,Romania,project,,,,,,
agetur s.r.l.,RO,Romania,project,,,,,,
agilrom scientific s.r.l.,RO,Romania,project,,,,,,
agress business company s.r.l.,RO,Romania,project,,,,,,
agress service,RO,Romania,project,,,,,,
agress service s.r.l.,RO,Romania,project,,,,,,
agricin srl,RO,Romania,project,,,,,,
agro-silva s.r.l.,RO,Romania,project,,,,,,
agroadvice,RO,Romania,project,,,,,,
agroland business system s.r.l.,RO,Romania,project,,,,,,
agroliv s.r.l.,RO,Romania,project,,,,,,
agroliv srl,RO,Romania,project,,,,,,
agropan impex s.r.l.,RO,Romania,project,,,,,,
agrostar,RO,Romania,project,,,,,,
agrotrust srl,RO,Romania,project,,,,,,
aida advertising s.r.l.,RO,Romania,project,,,,,,
air tech consulting s.r.l.,RO,Romania,project,,,,,,
airportmanagementconsul tanciessrl,RO,Romania,project,,,,,,
airpowertec s.r.l.,RO,Romania,project,,,,,,
ais prodimpex s.r.l.,RO,Romania,project,,,,,,
ajofmconstanta,RO,Romania,project,,,,,,
ajofmgalati,RO,Romania,project,,,,,,
albaco exim s.r.l.,RO,Romania,project,,,,,,
albanic service srl,RO,Romania,project,,,,,,
alco kraft srl,RO,Romania,project,,,,,,
alco line m.g. s.r.l.,RO,Romania,project,,,,,,
alcom s.a.,RO,Romania,project,,,,,,
alconst design s.r.l.,RO,Romania,project,,,,,,
alcor.com.ro s.r.l.,RO,Romania,project,,,,,,
aldona s.r.l.,RO,Romania,project,,,,,,
aldoor systems srl,RO,Romania,project,,,,,,
alewijnse training center romania,RO,Romania,project,,,,,,
alexander forest srl,RO,Romania,project,,,,,,
alexfrigotehnic s.r.l.,RO,Romania,project,,,,,,
alfa kentauri plus s.r.l.,RO,Romania,project,,,,,,
alfa rom s.r.l.,RO,Romania,project,,,,,,
alfaro security_galati,RO,Romania,project,,,,,,
aliat - atelier de lucrari de intretinere auto teritorial s.r.l.,RO,Romania,project,,,,,,
aliat corporation srl,RO,Romania,project,,,,,,
alizee telecom network s.r.l.,RO,Romania,project,,,,,,
all electrics 95 s.r.l.,RO,Romania,project,,,,,,
all generating s.r.l.,RO,Romania,project,,,,,,
all grants and funds solutions srl,RO,Romania,project,,,,,,
allback s.r.l.,RO,Romania,project,,,,,,
allbright com srl,RO,Romania,project,,,,,,
allbrightcomsrl,RO,Romania,project,,,,,,
alldin construct s.r.l.,RO,Romania,project,,,,,,
allied engineers grup s.r.l.,RO,Romania,project,,,,,,
allimep est s.r.l.,RO,Romania,project,,,,,,
allstar prod s.r.l.,RO,Romania,project,,,,,,
alma artex s.r.l.,RO,Romania,project,,,,,,
alma group media & print s.r.l.,RO,Romania,project,,,,,,
almas office s.r.l.,RO,Romania,project,,,,,,
aloref srl,RO,Romania,project,,,,,,
alphaconsult & engineering s.r.l.,RO,Romania,project,,,,,,
alpinism serv s.r.l.,RO,Romania,project,,,,,,
alpitour srl,RO,Romania,project,,,,,,
altfactor s.r.l.,RO,Romania,project,,,,,,
altimex pro international s.r.l.,RO,Romania,project,,,,,,
alufil s.r.l.,RO,Romania,project,,,,,,
alufix srl,RO,Romania,project,,,,,,
alumil rom industry sa,RO,Romania,project,,,,,,
alumilromindustrysa,RO,Romania,project,,,,,,
aluminium promotion co s.r.l.,RO,Romania,project,,,,,,
alutus sa,RO,Romania,project,,,,,,
am pos cce,RO,Romania,project,,,,,,
am&t constructii metalice s.r.l.,RO,Romania,project,,,,,,
ama systems s.r.l.,RO,Romania,project,,,,,,
ambacart grup srl,RO,Romania,project,,,,,,
amber business consulting romania srl,RO,Romania,project,,,,,,
ambo consulting s.r.l.,RO,Romania,project,,,,,,
amc pixel factory s.r.l.,RO,Romania,project,,,,,,
amco prod,RO,Romania,project,,,,,,
amcorom net s.r.l.,RO,Romania,project,,,,,,
amd grup s.r.l.,RO,Romania,project,,,,,,
amdservicessrl,RO,Romania,project,,,,,,
american experience s.r.l.,RO,Romania,project,,,,,,
ami turing s.r.l.,RO,Romania,project,,,,,,
amiras c&l impex srl,RO,Romania,project,,,,,,
amm design,RO,Romania,project,,,,,,
amos as serv s.r.l.,RO,Romania,project,,,,,,
analko aluminium industry srl,RO,Romania,project,,,,,,
analkoaluminiumindustrys rl,RO,Romania,project,,,,,,
ancpi,RO,Romania,project,,,,,,
andes pro expertise s.r.l.,RO,Romania,project,,,,,,
andesit- impex srl,RO,Romania,project,,,,,,
andra pet trans s.r.l.,RO,Romania,project,,,,,,
andrea forest srl,RO,Romania,project,,,,,,
angar prod srl,RO,Romania,project,,,,,,
angelosoft computers s.r.l.,RO,Romania,project,,,,,,
"anghel, popescu consulting s.r.l.",RO,Romania,project,,,,,,
anofm,RO,Romania,project,,,,,,
anper sa,RO,Romania,project,,,,,,
anre,RO,Romania,project,,,,,,
ant,RO,Romania,project,,,,,,
antel srl,RO,Romania,project,,,,,,
antrepriza de constructii montaj alpha grup srl,RO,Romania,project,,,,,,
anvico s.a.,RO,Romania,project,,,,,,
aociatia scientia nemus,RO,Romania,project,,,,,,
aociatiaesperando,RO,Romania,project,,,,,,
apa service s.r.l.,RO,Romania,project,,,,,,
apicom s.r.l.,RO,Romania,project,,,,,,
apicom srl,RO,Romania,project,,,,,,
aplteregova,RO,Romania,project,,,,,,
apostrof s.r.l.,RO,Romania,project,,,,,,
apropo media srl,RO,Romania,project,,,,,,
apt resources & services srl,RO,Romania,project,,,,,,
aquajet s.r.l.,RO,Romania,project,,,,,,
ara toys s.r.l,RO,Romania,project,,,,,,
aracis,RO,Romania,project,,,,,,
aras - asociatia romana anti sida,RO,Romania,project,,,,,,
aras - asociatia romana anti-sida,RO,Romania,project,,,,,,
aras-asociatia roamana anti-sida,RO,Romania,project,,,,,,
arbdd,RO,Romania,project,,,,,,
arc brasov s.r.l.,RO,Romania,project,,,,,,
arca press s.r.l.,RO,Romania,project,,,,,,
arcer s.r.l.,RO,Romania,project,,,,,,
archidata s.r.l,RO,Romania,project,,,,,,
architected business solutions s.r.l.,RO,Romania,project,,,,,,
arco expert s.r.l.,RO,Romania,project,,,,,,
arcon ag s.r.l.,RO,Romania,project,,,,,,
argcoms societate cooperativa mestesugareasca,RO,Romania,project,,,,,,
arhidinamic s.r.l.,RO,Romania,project,,,,,,
arhigest s.r.l.,RO,Romania,project,,,,,,
arhitecton s.r.l.,RO,Romania,project,,,,,,
arhivele nationale,RO,Romania,project,,,,,,
ariadne impex s.r.l.,RO,Romania,project,,,,,,
aries shipping agency s.r.l.,RO,Romania,project,,,,,,
arlero s.r.l.,RO,Romania,project,,,,,,
arosa s.r.l.,RO,Romania,project,,,,,,
arrow s.r.l.,RO,Romania,project,,,,,,
ars industrial s.r.l.,RO,Romania,project,,,,,,
arsat industrie srl,RO,Romania,project,,,,,,
art match s.r.l,RO,Romania,project,,,,,,
art match srl,RO,Romania,project,,,,,,
art&craft design s.r.l.,RO,Romania,project,,,,,,
artizanat opait s.r.l.,RO,Romania,project,,,,,,
artpromo,RO,Romania,project,,,,,,
as computer craiova s.r.l.,RO,Romania,project,,,,,,
ascendia design s.r.l.,RO,Romania,project,,,,,,
ascendis team s.r.l.,RO,Romania,project,,,,,,
ascendis team srl,RO,Romania,project,,,,,,
ascendisteams.r.l.,RO,Romania,project,,,,,,
ascent group,RO,Romania,project,,,,,,
ascent invest s.r.l.,RO,Romania,project,,,,,,
ascent soft s.r.l.,RO,Romania,project,,,,,,
asco tools s.a.,RO,Romania,project,,,,,,
asco tools s.r.l.,RO,Romania,project,,,,,,
asist rom srl,RO,Romania,project,,,,,,
asist s.r.l.,RO,Romania,project,,,,,,
ask 4 it s.r.l.,RO,Romania,project,,,,,,
asocatia ecologica universitara galati,RO,Romania,project,,,,,,
asocia tiacentruldedezvol taresmart,RO,Romania,project,,,,,,
"asociatia ""adl-progres""",RO,Romania,project,,,,,,
"asociatia ""centrul de cercetare si formare a universitatii de nord baia mare""",RO,Romania,project,,,,,,
"asociatia ""centrul multimedia teatru 74""",RO,Romania,project,,,,,,
"asociatia ""centrul roman de initiative""",RO,Romania,project,,,,,,
"asociatia ""clubul informaticii economice - cyberknowledge club""",RO,Romania,project,,,,,,
"asociatia ""colfasa""",RO,Romania,project,,,,,,
"asociatia ""comunicare fara frontiere""",RO,Romania,project,,,,,,
"asociatia ""comunitatea montana iezer-muscel""",RO,Romania,project,,,,,,
"asociatia ""d.g.t.""",RO,Romania,project,,,,,,
"asociatia ""educatie si viitor""",RO,Romania,project,,,,,,
"asociatia ""europa pentru dezvoltare umana""",RO,Romania,project,,,,,,
"asociatia ""gloria dei"" pentru dialog religios schimb cultural si pace sociala",RO,Romania,project,,,,,,
"asociatia ""grupul de actiune local bazinul dornelor""",RO,Romania,project,,,,,,
"asociatia ""grupul milvus""",RO,Romania,project,,,,,,
"asociatia ""grupul pentru dezbatere si consens social"" (asociatia gdcs)",RO,Romania,project,,,,,,
"asociatia ""horea vuscan""",RO,Romania,project,,,,,,
"asociatia ""hr management club""",RO,Romania,project,,,,,,
"asociatia ""institutul european pentru democratie participativa - qvorum""",RO,Romania,project,,,,,,
"asociatia ""institutul roman de training""",RO,Romania,project,,,,,,
"asociatia ""mereu pentru europa""",RO,Romania,project,,,,,,
"asociatia ""modern women's club""",RO,Romania,project,,,,,,
"asociatia ""pro valea crisului repede -pro sebes koros volgy""",RO,Romania,project,,,,,,
"asociatia ""q-professionals""",RO,Romania,project,,,,,,
"asociatia ""romano butiq""",RO,Romania,project,,,,,,
"asociatia ""sa imbatranim frumos"" bucovina (sif bucovina)",RO,Romania,project,,,,,,
"asociatia ""sanse egale pentru fiecare""",RO,Romania,project,,,,,,
"asociatia ""sfantul ioan botezatorul"" berbesti",RO,Romania,project,,,,,,
"asociatia ""societatea de cercetare in leadership, management, marketing si cultura organizationala""",RO,Romania,project,,,,,,
"asociatia ""societatea de geografie cholnoky jeno""",RO,Romania,project,,,,,,
"asociatia ""societatea nationala spiru haret pentru educatie, stiinta si cultura""",RO,Romania,project,,,,,,
"asociatia ""solidaritate umana""",RO,Romania,project,,,,,,
"asociatia ""solidaritatea umana""",RO,Romania,project,,,,,,
asociatia 'euroed',RO,Romania,project,,,,,,
"asociatia ,,ai incredere""",RO,Romania,project,,,,,,
"asociatia ,,corpul roman salvaspeo - corsa",RO,Romania,project,,,,,,
"asociatia ,,dominou""",RO,Romania,project,,,,,,
"asociatia ,,dr. haralambie teodoru",RO,Romania,project,,,,,,
"asociatia ,,liga de utilitate publica"" lup",RO,Romania,project,,,,,,
"asociatia ,,o sansa pentru fiecare""",RO,Romania,project,,,,,,
"asociatia ,,robert schuman""",RO,Romania,project,,,,,,
"asociatia ,,uniunea composesoratelor liban""",RO,Romania,project,,,,,,
asociatia a.f.i profamilia,RO,Romania,project,,,,,,
asociatia aba del tin,RO,Romania,project,,,,,,
asociatia academia cisco,RO,Romania,project,,,,,,
asociatia academia de advocacy,RO,Romania,project,,,,,,
asociatia actori europeni,RO,Romania,project,,,,,,
asociatia adecvar pentru dezvoltarea si cultivarea valorilor in mediul rural,RO,Romania,project,,,,,,
asociatia aeroporturilor din romania,RO,Romania,project,,,,,,
asociatia agentia de monitorizare a presei,RO,Romania,project,,,,,,
asociatia agricultorilor si fermierilor,RO,Romania,project,,,,,,
asociatia ahava,RO,Romania,project,,,,,,
asociatia aldmaridim,RO,Romania,project,,,,,,
asociatia alianta pentru lupta impotriva alcoolismului si toxicomaniilor - aliat,RO,Romania,project,,,,,,
asociatia alma-ro,RO,Romania,project,,,,,,
asociatia american european education (a.e.e.),RO,Romania,project,,,,,,
asociatia ance europe,RO,Romania,project,,,,,,
asociatia antiparkinson,RO,Romania,project,,,,,,
asociatia apdd agenda 21,RO,Romania,project,,,,,,
"asociatia app (advertising, printing, packaging)",RO,Romania,project,,,,,,
asociatia aproape de tine/ri,RO,Romania,project,,,,,,
asociatia archos entertainment,RO,Romania,project,,,,,,
asociatia around life,RO,Romania,project,,,,,,
asociatia asura,RO,Romania,project,,,,,,
asociatia autism baia mare,RO,Romania,project,,,,,,
asociatia barnabas,RO,Romania,project,,,,,,
asociatia basarabii,RO,Romania,project,,,,,,
asociatia biounivers,RO,Romania,project,,,,,,
asociatia breasla constructorilor ieseni,RO,Romania,project,,,,,,
asociatia brokerilor,RO,Romania,project,,,,,,
"asociatia calificare, specializare si perfectionare",RO,Romania,project,,,,,,
asociatia camera europeana de comert si afaceri,RO,Romania,project,,,,,,
asociatia caritas campulung,RO,Romania,project,,,,,,
asociatia caritas eparhial oradea,RO,Romania,project,,,,,,
asociatia casiana,RO,Romania,project,,,,,,
asociatia celor sapte comunitati,RO,Romania,project,,,,,,
asociatia center for health research,RO,Romania,project,,,,,,
asociatia centrul de cercetare pentru dezvoltare durabila,RO,Romania,project,,,,,,
asociatia centrul de cercetare si formare a universitatii de nord baia mare,RO,Romania,project,,,,,,
asociatia centrul de dezvoltare comunitara,RO,Romania,project,,,,,,
asociatia centrul de dezvoltare smart,RO,Romania,project,,,,,,
asociatia centrul de dezvoltare smart_galati,RO,Romania,project,,,,,,
asociatia centrul de expertiza pentru supravegherea si protectia animalelor,RO,Romania,project,,,,,,
asociatia centrul de formare si incluziune sociala romania (c.e.f.i.s romania),RO,Romania,project,,,,,,
asociatia centrul de informare si documentare,RO,Romania,project,,,,,,
asociatia centrul de resurse apollo,RO,Romania,project,,,,,,
asociatia centrul de resurse crest,RO,Romania,project,,,,,,
asociatia centrul de resurse pentru dezvoltarea familiei,RO,Romania,project,,,,,,
asociatia centrul de resurse pentru initiative etice si solidare,RO,Romania,project,,,,,,
asociatia centrul de resurse pentru societatea civila,RO,Romania,project,,,,,,
"asociatia centrul de resurse si formare in profesiuni sociale (crfps) ""pro vocatie""",RO,Romania,project,,,,,,
asociatia centrul educational interetnic pentru tineret sighisoara ( ibz ),RO,Romania,project,,,,,,
asociatia centrul pentru educatie si dezvoltare sociala - ceds,RO,Romania,project,,,,,,
asociatia centrul pentru politici publice,RO,Romania,project,,,,,,
asociatia centrul regional de initiere si servicii,RO,Romania,project,,,,,,
asociatia centrul roman pentru jurnalism de investigatie,RO,Romania,project,,,,,,
"asociatia centrul romilor pentru integrare, studii si solidaritate in dezvoltare comunitara",RO,Romania,project,,,,,,
asociatia cerdac,RO,Romania,project,,,,,,
asociatia cityaudit.ro,RO,Romania,project,,,,,,
asociatia clubul sportiv vendor,RO,Romania,project,,,,,,
asociatia cluster medgreen,RO,Romania,project,,,,,,
asociatia cluster mobilier transilvan,RO,Romania,project,,,,,,
asociatia cluster pentru inovare si tehnologie,RO,Romania,project,,,,,,
asociatia cluster regional inovativ euronest it&c,RO,Romania,project,,,,,,
asociatia clusterul agro food ind napoca,RO,Romania,project,,,,,,
asociatia clusterul de energii sustenabile din ro - rosenc,RO,Romania,project,,,,,,
asociatia clusterul tehnologiilor de securitate din ro,RO,Romania,project,,,,,,
asociatia colfasa,RO,Romania,project,,,,,,
asociatia coloanele athenaeum,RO,Romania,project,,,,,,
asociatia comitetului national roman al consiliului mondial al energiei,RO,Romania,project,,,,,,
asociatia community links,RO,Romania,project,,,,,,
asociatia comunelor din romania,RO,Romania,project,,,,,,
asociatia comunitatea montana iezer muscel,RO,Romania,project,,,,,,
asociatia constructorilor si promotorilor din romania,RO,Romania,project,,,,,,
asociatia consult pro education,RO,Romania,project,,,,,,
asociatia consult scolari,RO,Romania,project,,,,,,
asociatia crescatorilor de taurine ariesul campeni,RO,Romania,project,,,,,,
asociatia cresterea performantei manageriale a intreprinderilor,RO,Romania,project,,,,,,
asociatia crestina a tinerilor oradea,RO,Romania,project,,,,,,
"asociatia crestina de caritate, misiune si ajutor olanda romania numita betania",RO,Romania,project,,,,,,
"asociatia culturala ""sebastian""",RO,Romania,project,,,,,,
asociatia culturala amphion,RO,Romania,project,,,,,,
asociatia culturala romania in lume,RO,Romania,project,,,,,,
asociatia culturala sebastian,RO,Romania,project,,,,,,
asociatia danubiu,RO,Romania,project,,,,,,
asociatia de acreditare din romania - renar,RO,Romania,project,,,,,,
asociatia de binefacere pro vitam,RO,Romania,project,,,,,,
asociatia de caritate hilfe 2005,RO,Romania,project,,,,,,
asociatia de dezvoltare in afaceri,RO,Romania,project,,,,,,
"asociatia de dezvoltare intercomunitara "" zona metropolitana craiova""",RO,Romania,project,,,,,,
"asociatia de dezvoltare intercomunitara ""zona metropolitana craiova""",RO,Romania,project,,,,,,
asociatia de dezvoltare intercomunitara euronest,RO,Romania,project,,,,,,
asociatia de dezvoltare intercomunitara mischii- vulpeni,RO,Romania,project,,,,,,
asociatia de dezvoltare interregionala,RO,Romania,project,,,,,,
asociatia de formare si consiliere nadlac,RO,Romania,project,,,,,,
asociatia de informatica si dezvoltare antreprenoriala - aida,RO,Romania,project,,,,,,
asociatia de medicina anti- aging,RO,Romania,project,,,,,,
asociatia de medicina de urgenta si dezastre (amud),RO,Romania,project,,,,,,
asociatia de paletizare epal- ro,RO,Romania,project,,,,,,
asociatia de prietenie romano franceza romfra,RO,Romania,project,,,,,,
"asociatia de promovare a turismului in delta dunarii ""prom tour delta""",RO,Romania,project,,,,,,
asociatia de stiinte cognitive din romania,RO,Romania,project,,,,,,
asociatia de tineret bucura,RO,Romania,project,,,,,,
"asociatia de tineret cultura si educatie ,,speranta ramniceana''",RO,Romania,project,,,,,,
asociatia de tineret pentru invatamant si stiinta solaris,RO,Romania,project,,,,,,
asociatia dezvoltare civica,RO,Romania,project,,,,,,
asociatia difuzorilor si editorilor - patronat al cartii,RO,Romania,project,,,,,,
asociatia directorilor economici si contabililor din judetele din romania,RO,Romania,project,,,,,,
asociatia dominou,RO,Romania,project,,,,,,
asociatia donit,RO,Romania,project,,,,,,
asociatia dora d`istria,RO,Romania,project,,,,,,
asociatia dorcas aid international romania,RO,Romania,project,,,,,,
asociatia dorna ecoactiv,RO,Romania,project,,,,,,
asociatia drepturi egale pentru toti,RO,Romania,project,,,,,,
asociatia eco-solutions,RO,Romania,project,,,,,,
asociatia eco-world 2010,RO,Romania,project,,,,,,
asociatia ecologica universitara galati,RO,Romania,project,,,,,,
asociatia ecologista cindrelul,RO,Romania,project,,,,,,
asociatia ecoon active onesti,RO,Romania,project,,,,,,
asociatia ecoturistica transilva,RO,Romania,project,,,,,,
asociatia ecovas,RO,Romania,project,,,,,,
asociatia editorilor din romania,RO,Romania,project,,,,,,
asociatia educatio,RO,Romania,project,,,,,,
asociatia educational ecologica ecotransilvania,RO,Romania,project,,,,,,
asociatia edulife,RO,Romania,project,,,,,,
asociatia egreta,RO,Romania,project,,,,,,
asociatia elen - societate de ajutorare,RO,Romania,project,,,,,,
asociatia elen-societate de ajutorare,RO,Romania,project,,,,,,
asociatia esperando,RO,Romania,project,,,,,,
asociatia eur hope,RO,Romania,project,,,,,,
asociatia europa pentru dezvoltare umana,RO,Romania,project,,,,,,
asociatia europa sociala,RO,Romania,project,,,,,,
asociatia europas,RO,Romania,project,,,,,,
asociatia europe generation 2020,RO,Romania,project,,,,,,
asociatia europeana pentru o viata mai buna,RO,Romania,project,,,,,,
asociatia excelenta in educatie si formare continua,RO,Romania,project,,,,,,
asociatia excelsior pentru excelenta in educatie,RO,Romania,project,,,,,,
asociatia exino,RO,Romania,project,,,,,,
asociatia expertilor de mediu,RO,Romania,project,,,,,,
asociatia femeilor din mediul rural din romania,RO,Romania,project,,,,,,
asociatia femeilor din romania,RO,Romania,project,,,,,,
asociatia femeilor si familiilor din mediul rural,RO,Romania,project,,,,,,
"asociatia femeilor tiganci ""pentru copiii nostri""",RO,Romania,project,,,,,,
asociatia fermierilor din romania,RO,Romania,project,,,,,,
asociatia filantropia severin,RO,Romania,project,,,,,,
"asociatia filantropica ""trup si suflet""",RO,Romania,project,,,,,,
"asociatia filantropica medical- crestina ""christiana""",RO,Romania,project,,,,,,
asociatia filantropica medical-crestina christiana,RO,Romania,project,,,,,,
