beneficiary_id,query_country_code,query_country,query_type,query_state,query_region,query_county,query_city,query_postal_code,query_address
wasteserv malta ltd,MT,Malta,project,,,,,,
"malta college for arts, science and technology",MT,Malta,project,,,,,,
internal audit and investigations department 						,MT,Malta,project,,,,,,
malta hotels and restuarants assocation (mhra),MT,Malta,project,,,,,,
department of justice,MT,Malta,project,,,,,,
ghaqda muzikali san gorg martri,MT,Malta,project,,,,,,
restoration directorate ,MT,Malta,project,,,,,,
employee relationship management directorate (pahro),MT,Malta,project,,,,,,
the secretariat for catholic education archdiocese of malta,MT,Malta,project,,,,,,
"malta postgraduate medical training centre, department of health",MT,Malta,project,,,,,,
centre for policy research and training (cprt),MT,Malta,project,,,,,,
department of health,MT,Malta,project,,,,,,
ministry for gozo,MT,Malta,project,,,,,,
st. jeanne antide foundation,MT,Malta,project,,,,,,
"centre for development, research and training						",MT,Malta,project,,,,,,
university of malta						,MT,Malta,project,,,,,,
paulo freire institute,MT,Malta,project,,,,,,
private schools association,MT,Malta,project,,,,,,
malta hospice movement,MT,Malta,project,,,,,,
the university of malta,MT,Malta,project,,,,,,
malta communications authority,MT,Malta,project,,,,,,
national commission for the promotion of equality,MT,Malta,project,,,,,,
easy school of languages,MT,Malta,project,,,,,,
malta aviation museum foundation,MT,Malta,project,,,,,,
confederation of malta trade unions,MT,Malta,project,,,,,,
treasury department 						,MT,Malta,project,,,,,,
malta council for science and technology,MT,Malta,project,,,,,,
commission on domestic violence,MT,Malta,project,,,,,,
institute of tourism studies,MT,Malta,project,,,,,,
malta enterprise ,MT,Malta,project,,,,,,
foundation for information technology accessibility (fita),MT,Malta,project,,,,,,
department for health regulation					,MT,Malta,project,,,,,,
national commission for the promotion of equality (ncpe),MT,Malta,project,,,,,,
malta enterprise corporation 						,MT,Malta,project,,,,,,
malta tourism authority ,MT,Malta,project,,,,,,
franciscan capuchin friary ,MT,Malta,project,,,,,,
kirkop local council,MT,Malta,project,,,,,,
ministry for energy and health						,MT,Malta,project,,,,,,
ghajnsielem band club,MT,Malta,project,,,,,,
malta qualifications council,MT,Malta,project,,,,,,
department for local government,MT,Malta,project,,,,,,
occupational health and safety authority						,MT,Malta,project,,,,,,
ministry for european affairs and implementation of the electoral manifesto						,MT,Malta,project,,,,,,
health promotion and disease prevention directorate,MT,Malta,project,,,,,,
programme implementation directorate,MT,Malta,project,,,,,,
transport malta,MT,Malta,project,,,,,,
ministry for energy and health 						,MT,Malta,project,,,,,,
adi associates environmental consultants ltd,MT,Malta,project,,,,,,
"malta college of arts, science and technology ",MT,Malta,project,,,,,,
"water policy unit, ministry for energy and health						",MT,Malta,project,,,,,,
saura home ,MT,Malta,project,,,,,,
malta competition and consumer affairs authority (mccaa),MT,Malta,project,,,,,,
malta film commission,MT,Malta,project,,,,,,
malta competition and consumer affairs authority,MT,Malta,project,,,,,,
malta financial services authority						,MT,Malta,project,,,,,,
employment training programme,MT,Malta,project,,,,,,
animal welfare directorate						,MT,Malta,project,,,,,,
sliema band club,MT,Malta,project,,,,,,
ministry for gozo						,MT,Malta,project,,,,,,
department for social welfare standards						,MT,Malta,project,,,,,,
office of the prime minister - chogm 15 taskforce						,MT,Malta,project,,,,,,
"ministry of education, employment and the family",MT,Malta,project,,,,,,
ministry for the family and social solidarity,MT,Malta,project,,,,,,
union haddiema maghqudin,MT,Malta,project,,,,,,
ministry for european affairs and implementation of the electoral manifesto,MT,Malta,project,,,,,,
kummissjoni nazzjonali persuni b'dizabilita ,MT,Malta,project,,,,,,
grtu malta chamber of smes						,MT,Malta,project,,,,,,
malta tourism authority,MT,Malta,project,,,,,,
ministry for energy and health (meh),MT,Malta,project,,,,,,
teatru manoel,MT,Malta,project,,,,,,
recoop ltd - the restoration & conservation coop ltd,MT,Malta,project,,,,,,
sportmalta					,MT,Malta,project,,,,,,
kummissjoni nazzjonali ghal persuni b'dizabilita' (knpd),MT,Malta,project,,,,,,
university of malta,MT,Malta,project,,,,,,
malta council for economic and social development,MT,Malta,project,,,,,,
neptunes waterpolo & swimming club,MT,Malta,project,,,,,,
megabyte ltd,MT,Malta,project,,,,,,
foundation for social welfare services,MT,Malta,project,,,,,,
richmond foundation,MT,Malta,project,,,,,,
kummissjoni nazzjonali persuni b' dizabilita',MT,Malta,project,,,,,,
malta college of arts science & technology,MT,Malta,project,,,,,,
allied healthcare department						,MT,Malta,project,,,,,,
management efficiency unit,MT,Malta,project,,,,,,
active labour market policy counselling and monitoring committee,MT,Malta,project,,,,,,
foundation for educational services,MT,Malta,project,,,,,,
occupational health and safety authority (ohsa),MT,Malta,project,,,,,,
medical association of malta,MT,Malta,project,,,,,,
dar guzeppa debono,MT,Malta,project,,,,,,
ministry for the family and social solidarity						,MT,Malta,project,,,,,,
employment training corporation,MT,Malta,project,,,,,,
department of justice  						,MT,Malta,project,,,,,,
malta air traffic services ltd.,MT,Malta,project,,,,,,
malta industrial parks ltd.,MT,Malta,project,,,,,,
tourism sustainable development unit,MT,Malta,project,,,,,,
regulator for energy and water services,MT,Malta,project,,,,,,
projects development and coordination unit,MT,Malta,project,,,,,,
the curriculum management and e-learning department,MT,Malta,project,,,,,,
malta employers association,MT,Malta,project,,,,,,
